Waf: Entering directory `/home/betsegaw/ns3workspace/source/ns-3.26/build'
Waf: Leaving directory `/home/betsegaw/ns3workspace/source/ns-3.26/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (1.693s)
Time 0 Node 0 Conso 8.038
Time 0 Node 1 Conso 9.14
Time 0 Node 2 Conso 8.038
Time 1 Node 0 Conso 8.03841
Time 1 Node 1 Conso 9.14082
Time 1 Node 2 Conso 8.03841
Time 0.989208 Throughput 1.03115
Time 0 Node 0 Conso 8.038
Time 0 Node 1 Conso 9.14
Time 0 Node 2 Conso 8.038
Time 1 Node 0 Conso 8.03964
Time 1 Node 1 Conso 9.14328
Time 1 Node 2 Conso 8.03964
Time 0.997059 Throughput 3.0691
Time 0 Node 0 Conso 8.038
Time 0 Node 1 Conso 9.14
Time 0 Node 2 Conso 8.038
Time 1 Node 0 Conso 8.04169
Time 1 Node 1 Conso 9.14738
Time 1 Node 2 Conso 8.04169
Time 0.998629 Throughput 5.10713
Time 0 Node 0 Conso 8.038
Time 0 Node 1 Conso 9.14
Time 0 Node 2 Conso 8.038
Time 1 Node 0 Conso 8.04456
Time 1 Node 1 Conso 9.15312
Time 1 Node 2 Conso 8.04456
Time 0.999301 Throughput 7.14516
Time 0 Node 0 Conso 8.038
Time 0 Node 1 Conso 9.14
Time 0 Node 2 Conso 8.038
Time 1 Node 0 Conso 8.04825
Time 1 Node 1 Conso 9.1605
Time 1 Node 2 Conso 8.04825
Time 0.999675 Throughput 9.1832
Time 0 Node 0 Conso 8.038
Time 0 Node 1 Conso 9.14
Time 0 Node 2 Conso 8.038
Time 1 Node 0 Conso 8.05276
Time 1 Node 1 Conso 9.16953
Time 1 Node 2 Conso 8.05276
Time 0.999913 Throughput 11.2212
Time 0 Node 0 Conso 8.038
Time 0 Node 1 Conso 9.14
Time 0 Node 2 Conso 8.038
Time 1 Node 0 Conso 8.05809
Time 1 Node 1 Conso 9.18018
Time 1 Node 2 Conso 8.05809
Time 0.999172 Throughput 13.2593
Time 0 Node 0 Conso 8.038
Time 0 Node 1 Conso 9.14
Time 0 Node 2 Conso 8.038
Time 1 Node 0 Conso 8.06424
Time 1 Node 1 Conso 9.19247
Time 1 Node 2 Conso 8.06424
Time 0.999413 Throughput 15.2973
Time 0 Node 0 Conso 8.038
Time 0 Node 1 Conso 9.14
Time 0 Node 2 Conso 8.038
Time 1 Node 0 Conso 8.0712
Time 1 Node 1 Conso 9.2064
Time 1 Node 2 Conso 8.0712
Time 0.999597 Throughput 17.3354
Time 0 Node 0 Conso 8.038
Time 0 Node 1 Conso 9.14
Time 0 Node 2 Conso 8.038
Time 1 Node 0 Conso 8.07899
Time 1 Node 1 Conso 9.22198
Time 1 Node 2 Conso 8.07899
Time 0.999744 Throughput 19.3734
Time 0 Node 0 Conso 8.038
Time 0 Node 1 Conso 9.14
Time 0 Node 2 Conso 8.038
Time 1 Node 0 Conso 8.0876
Time 1 Node 1 Conso 9.23919
Time 1 Node 2 Conso 8.0876
Time 0.999861 Throughput 21.4115
Time 0 Node 0 Conso 8.038
Time 0 Node 1 Conso 9.14
Time 0 Node 2 Conso 8.038
Time 1 Node 0 Conso 8.09702
Time 1 Node 1 Conso 9.25804
